part_number,manufacturer,value,title,url,description
1318724,NXP,PCA9548APW,NXP PCA9548A 8-channel I2C-bus switch with reset,https://www.nxp.com/docs/en/data-sheet/PCA9548A.pdf,Public datasheet for BOM item 136 / PCA9548APW I2C switch sample validation candidate.
